Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
Green tea,Beverages,0.003,30.0,7.2,0.0,1e-05,0.18,0.0,0.0,2e-05,0.001,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.002,,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0077,1e-05,0.0,3.6,,,,,0.00011999999999999999,,,,6.9,,,,0.0,0.0,0.0,,,,,,,
Lemon tea,Beverages,0.0,2.0,0.41,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.001,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1e-05,0.0,0.0,,,,,8.999999999999999e-05,,,,0.0,,,,0.0,0.0,0.0,,,,,,,
Coffee,Beverages,0.002,1.0,0.0,0.0,0.0,0.02,0.0,2e-06,1e-05,0.003,0.02,0.0,0.0,0.0,0.0,0.003,0.0,0.049,0.12,0.0,0.0,0.002,0.0,0.0,0.0,1e-05,0.0,8e-05,0.00019,0.00025,0.0,0.0,2e-05,0.0026,0.0,0.0,0.0,1e-05,0.0,2e-05,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1e-05,1.0000000000000001e-07,0.0,0.0,0.0,,,,
Espresso,Beverages,0.002,9.0,1.7,0.0,5e-05,0.18,0.0,1e-06,0.00013000000000000002,0.08,0.0,1.7,0.0,0.0,0.0,0.007,0.09,0.115,0.12,0.09,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.00017999999999999998,0.0052,2.9999999999999997e-05,0.0,0.0002,5e-05,0.0026,,,,,,5e-05,,,,0.0,,,,0.0,1e-05,1.0000000000000001e-07,0.0,0.0,0.0,,,,
Instant coffee,Beverages,0.004,2.0,0.34,0.0,1e-05,0.0,0.0,0.0,4e-05,0.004,0.0,0.34,0.0,0.0,0.0,0.003,0.0,0.03,0.1,0.0,1.0000000000000001e-07,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.00023999999999999998,0.0,0.0,0.0,1e-05,,,,,,,2e-05,,,,0.0,,,,,0.0,0.0,,,,,,,
Aloe vera juice,Beverages,0.008,15.0,3.8,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0038,0.0,0.0,,,,,,,,,,3.8,,,,0.0,0.0,0.0,,,,,,,
Cranberry juice,Beverages,0.003,54.0,14.0,0.0,1e-05,0.1,0.0,0.0,0.0001,0.001,0.02,14.0,0.0,0.0,0.0,0.001,0.06,0.014,0.0,0.01,2.0000000000000002e-07,0.002,0.0,8.0,0.0,0.0,0.0,0.0,4e-05,5e-05,0.0,0.042,2.9999999999999997e-05,0.0011,5.0,,,,,5e-05,,,,12.0,,,,0.0,0.00022,1e-06,,,,,,,
Lemonade,Beverages,0.004,40.0,10.0,0.0,2e-05,0.04,0.0,1e-06,0.00016,0.002,0.0,10.0,0.0,0.0,0.0,0.002,0.01,0.015,0.07,0.01,1.0000000000000001e-07,0.004,0.0,1.0,0.0,1e-05,0.0,2e-05,2e-05,1e-05,1e-05,0.0039,2e-05,0.0004,,,,,,1e-05,,,,10.0,,,,,1e-05,0.0,,,,,,,
Black tea,Beverages,0.0,1.0,0.3,0.0,1e-05,0.0,0.0,5e-06,2e-05,0.003,0.0,0.3,0.0,0.0,0.0,0.001,0.0,0.037,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,2e-05,0.0004,,0.0,0.0,0.0,0.0,0.00022,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Tea,Beverages,0.003,1.0,0.17,0.0,1e-05,0.0,0.0,0.0,1e-05,0.002,0.0,0.17,0.0,0.0,0.0,0.001,0.0,0.018,0.06,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,2.9999999999999997e-05,1e-05,0.0,0.0,1e-05,0.0003,,,,,,0.00039,,,,0.02,,,,0.0,0.0,0.0,,,,,,,
Rice milk,Beverages,0.118,47.0,9.2,0.0,4e-05,0.97,0.3,2e-06,0.0002,0.011,0.63,8.9,0.0,0.0,0.0,0.056,0.31,0.027,0.28,0.0,2.2e-06,0.039,0.0,208.0,6.3e-05,2.9999999999999997e-05,6.3e-07,0.00014000000000000001,0.00039,0.00015,4e-05,0.0,0.00013000000000000002,0.0021000000000000003,,,,,,0.00028000000000000003,,,,5.3,,,,1e-06,0.00047,2.0000000000000002e-07,,,,,,,
Herbal tea,Beverages,0.008,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,8e-05,0.003,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.02,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,4e-05,0.0004,0.0,,,,,0.00047999999999999996,,,,0.0,,,,0.0,0.0,0.0,,,,,,,
Asparagus soup,Soups,0.023,69.0,8.5,0.004,0.0001,3.3,0.4,1.9e-05,0.00064,0.003,0.75,8.1,0.0,0.0,0.0,0.031,1.5,0.138,1.8,0.82,1.8999999999999998e-06,0.669,,441.0,2.6e-05,4e-05,4e-08,5.9999999999999995e-05,0.00062,0.00011,1e-05,0.0022,0.0007,0.013,,4e-05,8e-05,0.00013000000000000002,8.999999999999999e-05,0.0003,2.9999999999999997e-05,8e-05,,0.72,5.9999999999999995e-05,2e-05,8.999999999999999e-05,0.0,0.00049,2.2e-05,,,,,,,
Black bean soup,Soups,0.035,91.0,15.0,0.0,0.0003,1.3,6.8,6.6e-05,0.0015,0.033,0.48,8.6,0.0,0.0,0.0,0.075,0.41,0.25,4.8,0.34,,0.97,0.0,445.0,2.2e-05,4e-05,0.0,4e-05,0.00041,0.00016,7.000000000000001e-05,0.0002,0.0011,0.016,,,,,,0.0005,,,,2.5,,,,,0.00035999999999999997,1.8000000000000001e-06,,0.0,,,,,
Soup beans,Soups,0.032,95.0,11.0,0.009,0.00016,3.5,4.6,1.2e-05,0.0013,0.019,1.6,6.6,,,,0.059,0.39,0.175,5.2,1.4,6.9e-06,0.4,,1626.0,8.1e-05,5.9999999999999995e-05,3e-08,5.9999999999999995e-05,0.0007,4e-05,5e-05,0.0018,0.00044,,,,,,,0.00029,,,,,,,,,,,,,,,,,
Celery soup,Soups,0.032,72.0,7.0,0.011,0.00011,4.5,0.6,2e-06,0.0005,0.005,1.0,6.4,0.0,0.0,0.0,0.03,2.0,0.098,1.3,1.1,1.8000000000000001e-06,0.516,,282.0,2.2e-05,2e-05,4e-08,4e-05,0.00027,0.00092,1e-05,0.0002,0.00011999999999999999,0.009,,2.9999999999999997e-05,5.9999999999999995e-05,0.0001,5.9999999999999995e-05,0.0002,2e-05,5.9999999999999995e-05,,1.4,5e-05,2e-05,7.000000000000001e-05,0.0,0.0014,1.7e-05,,,,,,,
Broccoli cheese soup,Soups,0.032,81.0,9.7,0.004,,3.6,0.0,,0.0,,2.0,9.7,,,,,0.0,0.234,1.6,1.6,,0.661,0.0,806.0,,,,,,,,0.001,0.0085,,,,,,,,,,,2.4,,,,,,,,,,,,,
Chicken cream soup,Soups,0.014,90.0,7.2,0.008,0.00013000000000000002,5.8,0.0,2e-06,0.0011,0.004,2.1,7.2,0.0,0.0,0.0,0.031,1.1,0.049,2.4,1.7,1.8999999999999998e-06,0.702,,182.0,4.3e-05,1e-05,0.0,5e-05,0.00039,0.00019,0.0,0.0001,0.00029,0.01,,7.000000000000001e-05,0.00014000000000000001,0.00020999999999999998,0.00017,7.000000000000001e-05,5.9999999999999995e-05,0.00011999999999999999,,0.54,0.0001,2.9999999999999997e-05,0.00014000000000000001,0.0,0.00054,4.1e-06,,0.01,,,,,
Chicken gumbo,Soups,0.019,45.0,6.7,0.003,0.0001,1.1,1.6,5e-06,0.0007099999999999999,0.003,0.52,5.1,,,,0.02,0.28,0.06,2.1,0.26,6.7e-06,0.693,,98.0,5e-06,0.0002,2e-08,0.0003,0.00053,0.00016,5e-05,0.004,0.0003,,,5e-05,8e-05,0.00013000000000000002,0.00013000000000000002,0.0002,4e-05,8e-05,,1.9,7.000000000000001e-05,2e-05,8.999999999999999e-05,,0.00035999999999999997,5.7000000000000005e-06,,,,,,,
Chicken rice soup,Soups,0.014,53.0,5.4,0.005,0.0001,1.3,0.4,2e-06,0.00078,0.004,0.6,5.0,0.0,0.0,0.0,0.03,0.28,0.045,5.1,0.4,4.5e-06,0.37,,2418.0,0.000122,1e-05,1.3e-07,4e-05,0.0017,0.00015,2e-05,0.0016,0.0004,0.004900000000000001,,,,,,0.0001,,,,0.6,,,,0.0,0.00023999999999999998,7.2000000000000005e-06,,,,,,,
Chicken vegetable soup,Soups,0.014,33.0,4.7,0.003,2e-05,0.73,0.9,1.3e-05,0.00025,0.008,0.16,3.8,0.0,0.0,0.0,0.035,0.13,0.133,2.0,0.12,3e-06,0.229,0.0,1044.0,5.2e-05,2e-05,1.1e-07,0.0001,0.00091,0.00020999999999999998,7.000000000000001e-05,0.0,0.00022,0.0077,0.27,5e-05,7.000000000000001e-05,0.00013000000000000002,0.0001,5.9999999999999995e-05,4e-05,5.9999999999999995e-05,2.7,1.0,5.9999999999999995e-05,2e-05,8e-05,0.0,0.00023999999999999998,2.2e-06,0.01,0.0,0.0,0.0,0.0,0.12,
Manhattan Clam Chowder,Soups,0.028,56.0,7.8,0.006,0.0001,1.4,1.2,4e-06,0.0011,0.008,0.41,6.6,0.0,0.0,0.0,0.035,0.05,0.16,3.0,0.88,6.7e-06,0.417,,1340.0,7e-05,2e-05,3.2999999999999997e-06,2.9999999999999997e-05,0.0007700000000000001,0.0001,0.00011,0.0050999999999999995,0.0007,0.0079,,,,,,0.0001,,,,1.7,,,,0.0,0.00067,3.2999999999999997e-06,,,,,,,
New England Clam Chowder,Soups,0.016,72.0,10.0,0.006,0.00023999999999999998,2.1,0.7,1.4e-05,0.0025,0.013,0.0,9.6,0.01,0.01,0.01,0.26,0.96,0.221,3.2,0.96,6.3e-06,0.516,0.01,58.0,1.7e-05,0.00013000000000000002,9.5e-06,0.00017,0.0016,0.00023,0.0001,0.0040999999999999995,0.00037,0.006900000000000001,,,,,,0.00017,,,,0.38,,,,0.0,0.00041999999999999996,8.000000000000001e-07,,,,,,,
Lentil soup,Soups,0.017,56.0,8.2,0.003,7.000000000000001e-05,1.1,,2e-05,0.0011,0.009,0.52,8.2,,,,0.074,0.13,0.144,3.7,0.45,3e-07,0.532,,145.0,7e-06,7.000000000000001e-05,1.2e-07,5e-05,0.00055,0.00014000000000000001,8.999999999999999e-05,0.0017,0.0003,,,,,,,0.00011999999999999999,,,,,,,,,,,,,,,,,
Onion soup,Soups,0.022,46.0,6.7,0.0,0.0001,1.4,0.7,1.2e-05,0.00055,0.002,0.61,6.0,0.0,0.0,0.0,0.009,0.53,0.056,3.1,0.21,3.5e-06,0.516,,11.0,3e-06,2.9999999999999997e-05,0.0,2e-05,0.00049,0.0,4e-05,0.001,0.0005,0.004,,,,,,0.0002,,,,2.7,,,,0.0,0.00022,4.0000000000000003e-07,,,,,,,
Oyster stew,Soups,0.018,48.0,3.3,0.011,0.0013,3.1,0.0,2e-06,0.0008,0.004,0.74,3.3,,,,0.039,0.13,0.04,1.7,2.0,6.8e-06,0.722,,58.0,3e-06,2e-05,1.8000000000000001e-06,2.9999999999999997e-05,0.00019,0.0001,1e-05,0.0026,0.008400000000000001,,,,,,,0.0003,,,,,,,,,,,,,,,,,
Potato soup,Soups,0.017,74.0,13.0,0.001,0.0002,1.9,1.3,2e-06,0.00034,0.013,0.44,11.0,0.0,0.0,0.0,0.041,0.33,0.165,1.5,0.97,1.8999999999999998e-06,0.604,,68.0,1.9e-05,2.9999999999999997e-05,4e-08,2.9999999999999997e-05,0.00043,0.0007,2.9999999999999997e-05,0.0002,0.00015,0.0087,,2.9999999999999997e-05,5.9999999999999995e-05,8.999999999999999e-05,7.000000000000001e-05,0.0003,2e-05,7.000000000000001e-05,,1.4,5e-05,2e-05,7.000000000000001e-05,0.0,7.000000000000001e-05,1.1e-06,,,,,,,
Creamy Shrimp Soup,Soups,0.014,72.0,6.5,0.013,0.0001,4.1,0.2,3e-06,0.00041999999999999996,0.007,1.2,6.3,,,,0.026,0.15,0.047,2.2,2.6,4.5e-06,0.685,,126.0,3.2e-05,2e-05,4.6999999999999995e-07,2e-05,0.00034,0.00011,2.9999999999999997e-05,0.0,0.0006,0.006900000000000001,,,,,,0.0003,,,,,,,,,,,,,,,,,
Turkey soup,Soups,0.021,57.0,6.0,0.004,0.0001,1.9,,5e-06,0.0008100000000000001,0.01,0.75,6.0,,,,0.044,0.46,0.153,4.3,0.52,,0.391,,3032.0,0.000152,2e-05,9.000000000000001e-07,5e-05,0.0015,0.00039,0.00013000000000000002,0.0027,0.0009,,,0.0001,0.00022,0.00033,0.00034,0.0001,8.999999999999999e-05,0.00017999999999999998,,,0.00017,4e-05,0.00023,,,,,,,,,,
Chunky Beef Soup,Soups,0.013,66.0,10.0,0.006,0.0001,1.1,0.6,6e-06,0.0009699999999999999,0.002,0.47,9.5,0.0,0.0,0.0,0.05,0.05,0.14,4.0,0.55,2.5e-06,0.338,,1088.0,5.4e-05,2e-05,2.6e-07,5.9999999999999995e-05,0.0011,0.00017999999999999998,5.9999999999999995e-05,0.0029,0.0011,0.01,,0.00011999999999999999,0.00025,0.00037,0.00039,0.0001,0.0001,0.0002,,0.67,0.00019,5e-05,0.00027,0.0,0.00028000000000000003,3.1e-06,,,,,,,
Broth,Soups,0.187,267.0,18.0,0.013,0.0,14.0,0.0,3.2e-05,0.001,0.056,5.4,18.0,0.0,0.0,0.0,0.166,4.5,0.309,17.0,3.4,2.8e-05,23.875,,2.0,0.0,0.0001,3e-07,0.00043,0.0025,0.0006,0.0001,0.0011,8.999999999999999e-05,0.115,,,,,,0.00015,,,,17.0,,,,0.0,0.00046,0.0,,,,,,,
Beef consomme,Soups,0.0,16.0,0.81,0.0,,0.0,0.0,,0.0,,0.0,0.81,,,,,0.0,0.032,3.2,0.0,,0.653,0.0,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,
Teriyaki sauce,Soups,0.025,89.0,16.0,0.0,0.0001,0.02,0.1,8e-06,0.0017,0.061,0.0,15.0,0.0,0.0,0.0,0.154,0.0,0.225,5.9,0.0,1.1e-06,3.833,0.0,0.0,0.0,2.9999999999999997e-05,0.0,7.000000000000001e-05,0.0013,0.0002,0.0001,0.0,0.0001,0.02,,,,,,0.0,,,,14.0,,,,0.0,0.0,0.0,,,,,,,
Au jus,Soups,0.004,16.0,2.5,0.0,0.0001,0.2,0.0,2e-06,0.0006,0.002,0.08,2.5,,,,0.03,0.01,0.081,1.2,0.1,4.0000000000000003e-07,0.478,,0.0,0.0,2e-05,1.0000000000000001e-07,5.9999999999999995e-05,0.0009,2e-05,1e-05,0.001,0.001,,,,,,,0.0002,,,,,,,,,,,,,,,,,
Chicken gravy,Soups,0.01,48.0,5.3,0.005,2e-05,2.6,0.1,2e-06,8.999999999999999e-05,0.003,1.0,5.2,0.0,0.0,0.0,0.02,0.41,0.042,0.71,0.64,4.0000000000000003e-07,0.389,0.01,3.0,1e-06,2e-05,0.0,5e-05,0.00029,0.00014000000000000001,2.9999999999999997e-05,0.0,8e-05,0.0037,0.0,,,,,2e-05,,,4.9,0.3,,,,0.0,0.0001,6e-07,0.02,0.0,0.0,0.0,0.0,0.38,
Mushroom gravy,Soups,0.007,50.0,5.5,0.0,0.0001,2.7,0.4,1.2e-05,0.00066,0.002,1.2,5.1,,,,0.015,1.0,0.106,1.3,0.4,1.8999999999999998e-06,0.57,,0.0,0.0,2.9999999999999997e-05,0.0,5.9999999999999995e-05,0.00067,0.0011,2e-05,0.0,0.0007,,,,,,,0.0003,,,,,,,,,,,,,,,,,
Onion gravy,Soups,0.28,322.0,68.0,0.002,0.00017,3.0,6.0,3.1e-05,0.001,0.034,0.9,62.0,,,,0.203,0.14,0.262,9.0,1.9,6.1e-06,4.186,,0.0,0.0,0.0002,7e-07,0.0004,0.0037,0.0001,0.0001,0.007,0.00088,,,,,,,0.0004,,,,,,,,,,,,,,,,,
Turkey gravy,Soups,0.004,51.0,5.1,0.002,0.0001,2.1,0.4,2e-06,0.0007,0.002,0.9,4.7,0.0,0.0,0.0,0.029,0.49,0.109,2.6,0.62,6e-07,0.577,,0.0,0.0,2e-05,1.0000000000000001e-07,8e-05,0.0013,2e-05,1e-05,0.0,0.0008,0.0029,,,,,,0.0002,,,,0.21,,,,0.0,5e-05,0.0,,,,,,,
Sofrito sauce,Soups,0.02,237.0,5.5,,0.00017,18.0,1.7,4.3e-05,0.00094,0.025,,3.8,,,,0.139,,0.401,13.0,,,1.145,,,,0.00028000000000000003,,0.00020999999999999998,0.0029,0.0006,0.00035999999999999997,0.02,0.0014,,,,,,,0.00019,,,,,,,,,,,,,,,,,
Spaghetti sauce,Soups,0.02,48.0,8.7,0.0,,0.9,,,0.0009,0.013,0.21,8.7,,,,0.025,0.51,0.292,1.2,0.16,,0.59,,335.0,1.7e-05,2.9999999999999997e-05,0.0,0.00011999999999999999,0.00073,,5.9999999999999995e-05,0.0039,0.00020999999999999998,,1.8,,,,,,,,,4.7,,,,,,,,,,,,,
Plum sauce,Soups,0.012,184.0,43.0,0.0,8e-05,1.0,0.7,6e-06,0.0014,0.012,0.24,42.0,0.0,0.0,0.0,0.022,0.59,0.259,0.89,153.0,4.0000000000000003e-07,0.538,,43.0,2e-06,2e-05,0.0,8e-05,0.001,5.9999999999999995e-05,8e-05,0.0005,0.00019,,,,,,,0.00011,,,,,,,,,,,,,,,,,
Pizza sauce,Soups,0.054,54.0,8.7,0.0,0.00014000000000000001,1.2,2.0,1e-05,0.0009,0.021,0.46,6.7,0.0,0.0,0.0,0.05,0.1,0.354,2.2,0.46,,0.348,0.0,667.0,,5.9999999999999995e-05,2e-08,5e-05,0.0014,0.00037,0.00014000000000000001,0.011,0.00025,,,,,,,0.00022,,,,3.8,,,,,,,,,,,,,
Tomato bisque,Soups,0.031,96.0,18.0,0.004,0.0001,2.0,0.8,1.2e-05,0.00064,0.007,0.53,18.0,,,,0.047,0.87,0.325,1.8,0.42,,0.698,,562.0,3.2e-05,5e-05,0.0,5.9999999999999995e-05,0.0008900000000000001,0.0001,7.000000000000001e-05,0.0046,0.00046,,,2.9999999999999997e-05,5.9999999999999995e-05,0.0001,7.000000000000001e-05,0.0002,2e-05,5.9999999999999995e-05,,,5e-05,2e-05,7.000000000000001e-05,,,,,,,,,,
Tabasco,Soups,0.012,12.0,0.8,0.0,8e-05,0.76,0.6,1e-06,0.0012,0.012,0.06,0.2,0.0,0.0,0.0,0.023,0.4,0.128,1.3,0.11,5e-07,0.633,,1640.0,8.2e-05,2.9999999999999997e-05,0.0,8e-05,0.00017999999999999998,0.00011,0.00015,0.0045,0.00016,0.0,,2.9999999999999997e-05,4e-05,7.000000000000001e-05,5.9999999999999995e-05,0.00011,2e-05,4e-05,,0.13,5e-05,2e-05,5.9999999999999995e-05,0.0,1e-05,2.0000000000000002e-07,,,,,,,
Chicken soup,Soups,0.003,36.0,3.5,0.003,5e-05,1.2,0.0,5e-06,0.00020999999999999998,0.004,0.58,3.5,0.0,0.0,0.0,0.027,0.21,0.105,2.5,0.32,2.2e-06,0.143,,3.0,1e-06,4e-05,0.0,8.999999999999999e-05,0.0016,,5.9999999999999995e-05,0.0002,0.00014000000000000001,0.0092,,,,,,,,,,1.6,,,,0.0,2.9999999999999997e-05,2.0000000000000002e-07,,,,,,,
Fish soup,Soups,0.003,16.0,0.0,0.001,5.9999999999999995e-05,0.81,0.0,2e-06,1e-05,0.007,0.24,0.0,0.05,0.02,0.04,0.056,0.14,0.144,2.3,0.2,1e-06,0.156,,6.0,2e-06,2.9999999999999997e-05,6.9e-07,8e-05,0.0012,0.00033,4e-05,0.0001,5.9999999999999995e-05,0.007,,,,,,5e-05,,,,0.0,,,,0.0,0.00017,0.0,,,,,,,
Oyster sauce,Soups,0.032,51.0,11.0,0.0,0.00015,0.25,0.3,1.5e-05,0.00017999999999999998,0.004,0.07,11.0,0.0,0.0,0.0,0.022,0.07,0.054,1.4,0.04,4.4e-06,2.733,,0.0,0.0,1e-05,4.1e-07,0.00011999999999999999,0.0015,2e-05,2e-05,0.0001,8.999999999999999e-05,0.0035,,,,,,5e-05,,,,0.0,,,,0.0,0.0,0.0,,,,,,,
Shark fin soup,Soups,0.01,46.0,3.8,0.002,0.00011,2.0,0.0,9e-06,0.00094,0.007,0.58,3.8,0.12,0.04,0.09,0.021,0.34,0.053,3.2,0.5,,0.501,,0.0,0.0,2.9999999999999997e-05,1.9e-07,4e-05,0.00049,0.00013000000000000002,2.9999999999999997e-05,0.0001,0.00082,,,,,,,2e-05,,,,,,,,,,,,,,,,,
Bean and ham soup,Soups,0.038,81.0,14.0,0.002,8e-05,1.0,4.0,2.9e-05,0.001,0.019,0.42,9.7,0.0,0.0,0.0,0.013,0.27,0.158,4.2,0.25,4.2999999999999995e-06,0.187,,702.0,3.5e-05,5.9999999999999995e-05,3e-08,2.9999999999999997e-05,0.00032,0.00013000000000000002,5e-05,0.0011,0.00053,0.018,,,,,,0.00023,,,,3.2,,,,0.0,0.00039,5.0999999999999995e-06,,,,,,,
Cream of Broccoli Soup,Soups,0.016,56.0,8.1,0.004,,1.6,1.6,,0.0,,,6.5,,,,,,,1.6,0.4,,0.565,0.0,81.0,,,,,,,,0.0,,,,,,,,,,,,0.81,,,,,,,,,,,,,
Cream of celery soup,Soups,0.075,66.0,5.9,0.013,5.9999999999999995e-05,3.9,0.3,3e-06,0.00028000000000000003,0.009,0.99,5.6,0.0,0.0,0.0,0.061,1.1,0.125,2.3,1.6,1.8999999999999998e-06,0.272,,186.0,,2.9999999999999997e-05,2.0000000000000002e-07,0.0001,0.00017999999999999998,0.00061,2.9999999999999997e-05,0.0006,8e-05,,,5.9999999999999995e-05,0.00013000000000000002,0.00020999999999999998,0.00016,0.0001,5e-05,0.00011,,,0.0001,2.9999999999999997e-05,0.00015,,,,,,,,,,
Vegetable soup,Soups,0.02,65.0,12.0,0.0,0.00023,0.9,2.1,1.2e-05,0.00066,0.025,0.2,10.0,0.0,0.0,0.0,0.045,0.4,0.433,2.2,0.15,4e-06,0.385,,1721.0,8.6e-05,0.00011,0.0,8.999999999999999e-05,0.0015,0.00035,0.00017,0.0008,0.0004,0.009,,,,,,0.00025,,,,4.3,,,,0.0,0.0014,4.2000000000000004e-06,,,,,,,
Beef noodle soup,Soups,0.008,34.0,3.6,0.002,5.9999999999999995e-05,1.2,0.3,8e-06,0.00044,0.003,0.5,3.3,0.0,0.0,0.0,0.019,0.2,0.04,1.9,0.46,3e-06,0.325,,101.0,5e-06,2.9999999999999997e-05,8e-08,2e-05,0.00043,8e-05,2e-05,0.0002,0.00062,0.007,,,,,,0.00011,,,,1.0,,,,0.0,0.0005,8.000000000000001e-07,,,,,,,
Minestrone,Soups,0.014,34.0,4.7,0.001,5e-05,1.0,0.4,1.5e-05,0.00038,0.003,0.29,4.3,0.0,0.0,0.0,0.023,0.46,0.13,1.8,0.23,,0.254,,970.0,4.9e-05,2e-05,0.0,2e-05,0.00039,0.00014000000000000001,4e-05,0.0005,0.00031,,,2.9999999999999997e-05,5e-05,0.0001,8e-05,0.00015,2e-05,5.9999999999999995e-05,,,4e-05,1e-05,7.000000000000001e-05,,,,,,,,,,
Cream of mushroom soup,Soups,0.007,39.0,3.3,0.0,2e-05,2.6,0.3,1e-06,8.999999999999999e-05,0.002,0.6,3.0,0.0,0.0,0.0,0.012,1.4,0.031,0.66,0.47,1.4e-06,0.34,,4.0,1e-06,1e-05,0.0,1e-05,0.00017,7.000000000000001e-05,1e-05,0.0,5.9999999999999995e-05,0.0047,,,,,,2e-05,,,,0.2,,,,1.0000000000000001e-07,0.00023999999999999998,9.6e-06,,,,,,,
Pea soup,Soups,0.012,61.0,9.9,0.0,0.00015,1.1,1.9,1e-06,0.00073,0.015,0.37,8.0,0.0,0.0,0.0,0.047,0.14,0.071,3.2,0.52,3.6000000000000003e-06,0.336,,12.0,3e-06,4e-05,0.0,2.9999999999999997e-05,0.00046,5e-05,2e-05,0.0006,0.00064,0.013,,,,,,0.00025,,,,3.2,,,,0.0,8.999999999999999e-05,2.0000000000000002e-07,,,,,,,
Chicken noodle soup,Soups,0.002,23.0,3.7,0.004,1e-05,0.55,0.1,7e-06,0.0002,0.003,0.21,3.6,0.0,0.0,0.0,0.012,0.16,0.013,0.84,0.12,3.7999999999999996e-06,0.229,,11.0,1e-06,8e-05,2e-08,2.9999999999999997e-05,0.00043,4e-05,1e-05,0.0,8e-05,0.004900000000000001,,,,,,2.9999999999999997e-05,,,,0.31,,,,0.0,5e-05,1.4e-06,,,,,,,
Chicken tortilla soup,Soups,0.008,53.0,8.2,0.004,,0.82,1.2,,0.00015,,,7.0,,,,,,,2.9,0.41,,0.347,0.0,82.0,,,,,,,,0.0,,,,,,,,,,,,1.6,,,,,,,,,,,,,
Bisque,Soups,0.016,50.0,9.6,0.002,5e-05,1.0,0.2,6e-06,0.00033,0.004,0.28,9.4,,,,0.024,0.45,0.169,0.92,0.22,,0.424,,292.0,1.8e-05,2.9999999999999997e-05,0.0,2.9999999999999997e-05,0.00047,5e-05,4e-05,0.0024,0.00023999999999999998,,,2e-05,2.9999999999999997e-05,5e-05,4e-05,0.0001,1e-05,2.9999999999999997e-05,,,2.9999999999999997e-05,1e-05,4e-05,,,,,,,,,,
Tomato soup,Soups,0.008,32.0,7.5,0.0,2.9999999999999997e-05,0.21,0.5,0.0,0.00029,0.007,0.07,7.0,0.0,0.0,0.0,0.015,0.08,0.275,0.71,0.06,1.5e-06,0.186,,192.0,1e-05,2e-05,0.0,1e-05,0.00041999999999999996,,4e-05,0.0063,8.999999999999999e-05,0.0063,,,,,,7.000000000000001e-05,,,,4.0,,,,0.0,0.00017,1.5e-06,,,,,,,
Ramen noodle soup,Soups,0.021,440.0,60.0,0.0,0.00013000000000000002,18.0,2.9,0.000116,0.0040999999999999995,0.025,6.2,57.0,0.0,0.0,0.0,0.115,2.2,0.181,10.0,8.1,2.3e-05,1.855,0.07,12.0,1e-06,0.00045,2.5e-07,0.00026000000000000003,0.0054,0.00044,4e-05,0.0003,0.0006,0.0055,0.0,,,,,0.00063,,,56.0,2.0,,,,0.0,0.0024,8.900000000000001e-06,0.06,0.0,0.01,0.0,0.0,2.1,
Chipotle salsa,Soups,0.0,25.0,6.3,0.0,,0.0,3.1,,0.0,,,3.2,,,,,,,0.0,0.0,,0.719,,625.0,,,,,,,,0.0,,,,,,,,,,,,6.3,,,,,,,,,,,,,
